latitude,longitude,species,H5N1,H5N2,H7N2,H7N8,timestamp,provenance,new_timestamp
46.868484,8.278529,Eurasian Blue Tit,1,0,0,0,9.09.7202,Wild,9.09.2017
46.420681,7.729406,Barn Swallow,0,,0,0,5.05.6692,Wild,5.05.2016
47.764347,9.476053,Goose,0,0,0,1,15.09.7159,Livestock,15.09.2017
46.960186,7.211914,Blackbird,1,0,0,0,1.04.6527,Wild,1.04.2016
46.155189,9.942679,Common Chaffinch,1,0,0,0,23.02.6057,Wild,23.02.2016
46.366221,7.914989,Chicken,,,0,0,26.01.5990,Livestock,26.01.2015
46.406845,8.473431,Chicken,0,0,1,0,21.08.6931,Livestock,21.08.2016
46.250976,8.50144,Turkey,0,1,0,0,20.07.7166,Livestock,20.07.2017
47.010782,9.683439,Eurasian Blue Tit,0,1,0,0,31.12.7024,Wild,31.12.2017
46.336997,8.625823,Duck,,,,,4.09.7058,Livestock,4.09.2017
47.1267,6.912988,Eurasian Magpie,0,0,0,1,30.08.7242,Wild,30.08.2017
47.491418,8.570592,Duck,0,,0,,6.02.7098,Livestock,6.02.2017
47.614259,6.520167,Turkey,1,0,0,0,13.02.6658,Livestock,13.02.2016
46.2887,6.057921,Chicken,0,1,0,0,31.12.6719,Livestock,31.12.2016
47.774029,6.266295,Chicken,,0,0,0,11.02.6750,Livestock,11.02.2016
45.961564,6.796729,Barn Swallow,,,,0,30.12.7234,Wild,30.12.2017
47.192182,9.408067,Chicken,,,,0,22.01.7345,Livestock,22.01.2017
46.612818,8.65168,Duck,1,0,0,0,28.10.7330,Livestock,28.10.2017
47.747186,9.460282,Duck,0,0,0,1,17.02.6848,Livestock,17.02.2016
47.557351,8.970395,Blackbird,1,0,0,0,13.01.6847,Wild,13.01.2016
47.278106,9.569009,Great Tit,,,0,,23.05.7219,Wild,23.05.2017
46.032916,7.348932,House Sparrow,0,0,1,0,13.06.6532,Wild,13.06.2016
47.158447,8.021804,Eurasian Magpie,0,0,1,0,6.02.6606,Wild,6.02.2016
46.596231,8.155428,House Sparrow,0,0,0,1,23.03.7223,Wild,23.03.2017
45.980182,6.228371,Common Chaffinch,0,0,,0,17.10.6878,Wild,17.10.2016
47.529743,6.483195,Goose,0,0,1,0,1.10.6984,Livestock,1.10.2016
46.842384,7.954557,European Robin,0,0,1,0,18.07.7376,Wild,18.07.2017
47.807334,8.977629,Chicken,0,1,0,0,24.01.6059,Livestock,24.01.2016
46.558949,10.306332,Turkey,1,0,0,0,29.10.7261,Livestock,29.10.2017
46.48836,6.863431,European Robin,0,0,0,1,12.03.6420,Wild,12.03.2016
46.455294,8.73163,House Sparrow,0,0,0,1,12.04.7097,Wild,12.04.2017
47.590728,6.863242,Eurasian Blue Tit,0,0,1,0,28.05.6474,Wild,28.05.2016
47.524688,6.855186,Barn Swallow,0,0,0,,17.05.6770,Wild,17.05.2016
47.717166,10.01102,Duck,0,0,0,1,19.04.5978,Livestock,19.04.2015
46.541452,9.762608,Turkey,0,0,0,1,28.05.6146,Livestock,28.05.2016
47.466498,9.914934,Duck,0,1,0,0,24.12.6106,Livestock,24.12.2016
46.788829,6.332136,Goose,0,1,0,0,1.11.6818,Livestock,1.11.2016
46.595872,9.829335,Chicken,,0,0,,4.10.6728,Livestock,4.10.2016
47.377008,7.227733,Goose,0,0,0,1,25.08.6770,Livestock,25.08.2016
47.06869,7.739633,Duck,0,0,1,0,21.11.6738,Livestock,21.11.2016
47.726202,7.487647,Chicken,1,0,0,0,23.05.6166,Livestock,23.05.2016
47.454987,7.258096,Great Tit,1,0,0,0,6.01.7146,Wild,6.01.2017
46.238152,9.321858,Goose,0,0,0,1,13.04.6536,Livestock,13.04.2016
46.164167,9.075618,Great Tit,0,1,0,0,1.08.6847,Wild,1.08.2016
47.540014,9.801537,Common Chaffinch,0,0,1,0,18.06.7401,Wild,18.06.2017
46.346013,6.089541,Duck,0,1,0,0,9.09.6687,Livestock,9.09.2016
47.47384,8.242497,Goose,1,0,0,0,21.07.6582,Livestock,21.07.2016
47.427281,6.035101,Goose,0,1,0,0,28.12.7162,Livestock,28.12.2017
46.426545,7.790565,Eurasian Blue Tit,,0,,,24.03.7013,Wild,24.03.2017
46.607126,10.419087,Chicken,0,0,,0,22.03.6193,Livestock,22.03.2016
47.454439,5.968235,Barn Swallow,0,0,1,0,30.06.6380,Wild,30.06.2016
46.77668,7.374149,Eurasian Blue Tit,0,0,0,1,21.08.7118,Wild,21.08.2017
45.871805,6.388171,Barn Swallow,0,0,0,1,23.07.7051,Wild,23.07.2017
47.050284,10.460947,Blackbird,0,0,1,0,31.08.6681,Wild,31.08.2016
47.017187,7.317725,Common Chaffinch,0,0,0,0,3.09.6894,Wild,3.09.2016
47.441191,7.98149,Barn Swallow,0,1,0,0,30.06.6918,Wild,30.06.2016
45.971983,6.054853,Chicken,,0,,,30.10.6559,Livestock,30.10.2016
47.296896,9.501346,Goose,0,0,1,0,1.08.6706,Livestock,1.08.2016
47.704778,10.131138,Duck,1,0,0,0,29.12.6250,Livestock,29.12.2016
47.689033,6.001468,House Sparrow,0,1,0,0,21.07.7097,Wild,21.07.2017
46.375123,6.990034,Goose,0,0,1,0,20.02.7389,Livestock,20.02.2017
46.930542,8.617338,Goose,0,0,1,0,15.10.6268,Livestock,15.10.2016
45.893163,8.257454,Blackbird,1,0,0,0,13.08.6528,Wild,13.08.2016
46.238651,8.479668,Eurasian Blue Tit,0,1,0,0,13.06.7398,Wild,13.06.2017
47.703676,6.017534,Barn Swallow,0,1,0,0,24.07.6326,Wild,24.07.2016
47.544077,8.018668,Eurasian Blue Tit,0,0,0,1,30.03.6619,Wild,30.03.2016
46.794185,6.630485,Duck,0,0,0,1,12.01.7244,Livestock,12.01.2017
47.716158,8.789455,Goose,0,0,1,0,2.08.6286,Livestock,2.08.2016
46.856001,7.895468,Turkey,0,0,0,1,14.05.6019,Livestock,14.05.2016
47.362499,9.278304,European Robin,0,0,0,1,31.05.6733,Wild,31.05.2016
47.476329,6.627397,Blackbird,1,0,0,0,21.09.7234,Wild,21.09.2017
47.498845,8.265149,Eurasian Magpie,0,1,0,0,14.08.7371,Wild,14.08.2017
47.267811,7.987806,Blackbird,0,0,1,0,19.07.7353,Wild,19.07.2017
47.211909,8.633464,Goose,0,0,0,1,15.12.6264,Livestock,15.12.2016
46.803515,7.857541,European Robin,,,0,0,22.03.6403,Wild,22.03.2016
46.771434,9.72992,Turkey,0,0,1,0,28.08.7170,Livestock,28.08.2017
47.064401,8.61148,Turkey,0,1,0,0,10.01.7290,Livestock,10.01.2017
46.103257,9.979337,Turkey,0,0,,,31.05.6008,Livestock,31.05.2016
47.487638,6.553639,Turkey,0,0,,,30.06.6544,Livestock,30.06.2016
47.121569,8.384258,Goose,0,1,0,0,20.08.6954,Livestock,20.08.2016
47.562252,8.910002,Goose,0,0,1,0,24.03.6147,Livestock,24.03.2016
46.038285,8.044121,Eurasian Magpie,1,0,0,0,2.01.6582,Wild,2.01.2016
47.018915,9.897768,Duck,0,0,0,1,26.12.6365,Livestock,26.12.2016
46.792393,6.501746,Duck,1,0,0,0,24.03.6475,Livestock,24.03.2016
46.393515,7.873154,Duck,,,0,0,10.10.6288,Livestock,10.10.2016
46.104414,9.109679,Common Chaffinch,0,,,,13.08.6879,Wild,13.08.2016
47.318583,7.817047,Goose,0,0,0,1,20.12.6244,Livestock,20.12.2016
46.835196,9.879329,Blackbird,,0,,,8.01.6024,Wild,8.01.2016
47.460356,6.477555,Goose,0,0,1,0,31.01.6321,Livestock,31.01.2016
47.605174,10.063224,Common Chaffinch,1,0,0,0,23.05.6353,Wild,23.05.2016
46.610485,7.849742,Eurasian Blue Tit,0,1,0,0,19.03.7197,Wild,19.03.2017
46.961052,8.12059,Chicken,,0,0,0,8.06.6575,Livestock,8.06.2016
46.346085,8.86125,Chicken,1,0,0,0,21.12.6034,Livestock,21.12.2016
46.653818,7.439389,Common Chaffinch,0,1,0,0,19.08.6321,Wild,19.08.2016
46.653045,6.00393,Duck,0,,,,13.12.6005,Livestock,13.12.2016
46.462905,8.394604,Barn Swallow,0,0,0,1,20.07.6090,Wild,20.07.2016
46.679246,9.15116,Goose,0,0,0,1,24.11.7092,Livestock,24.11.2017
47.745807,8.423396,Goose,0,0,1,0,30.04.6571,Livestock,30.04.2016
47.094789,6.827017,Duck,0,0,1,0,11.09.6595,Livestock,11.09.2016
45.982259,8.977575,House Sparrow,0,1,0,0,1.02.7141,Wild,1.02.2017
46.714457,8.979516,Turkey,1,0,0,0,31.10.6723,Livestock,31.10.2016
47.402649,8.147606,Blackbird,0,0,1,0,19.04.6096,Wild,19.04.2016
46.142314,8.868776,House Sparrow,,0,,0,26.02.7346,Wild,26.02.2017
46.608662,9.493702,Barn Swallow,0,0,,,23.10.6133,Wild,23.10.2016
47.103552,6.346529,European Robin,0,0,1,0,19.12.6805,Wild,19.12.2016
47.742098,6.624409,Duck,1,0,0,0,24.05.7337,Livestock,24.05.2017
46.218631,9.889789,Eurasian Blue Tit,0,,,,20.01.6758,Wild,20.01.2016
45.827737,9.72705,Eurasian Blue Tit,0,1,0,0,13.09.6480,Wild,13.09.2016
46.030448,7.331609,Great Tit,,0,0,0,24.09.7306,Wild,24.09.2017
46.282692,9.495333,Blackbird,,0,0,0,28.10.7284,Wild,28.10.2017
46.991114,7.85173,Turkey,1,0,0,0,15.09.6949,Livestock,15.09.2016
46.304053,9.74052,Chicken,1,0,0,0,13.09.7369,Livestock,13.09.2017
46.338366,7.308013,House Sparrow,0,,,,2.10.6961,Wild,2.10.2016
47.33064,8.825077,Eurasian Blue Tit,0,0,0,1,2.12.7003,Wild,2.12.2017
46.997021,9.690001,Chicken,0,1,0,0,30.10.6231,Livestock,30.10.2016
45.910513,10.305163,Duck,1,0,0,0,4.12.6911,Livestock,4.12.2016
47.135812,6.52814,Common Chaffinch,0,0,1,0,13.08.7230,Wild,13.08.2017
46.205099,6.294792,Blackbird,,,0,0,2.07.6334,Wild,2.07.2016
47.064283,10.146259,Turkey,,,0,0,11.07.6809,Livestock,11.07.2016
45.936086,6.906805,Blackbird,0,0,0,0,16.05.7285,Wild,16.05.2017
46.126623,8.120003,Common Chaffinch,0,0,0,0,19.12.6126,Wild,19.12.2016
46.318349,7.034831,Duck,0,1,0,0,10.06.7021,Livestock,10.06.2017
47.399328,7.472732,Common Chaffinch,0,0,0,1,18.09.6483,Wild,18.09.2016
47.341658,7.199153,Turkey,1,0,0,0,12.04.7120,Livestock,12.04.2017
46.981498,6.675028,European Robin,0,1,0,0,27.12.6296,Wild,27.12.2016
46.941766,7.559798,Goose,0,0,,0,30.01.6367,Livestock,30.01.2016
47.799406,10.410413,Goose,0,0,1,0,6.07.7180,Livestock,6.07.2017
47.574165,8.638893,Barn Swallow,0,1,0,0,12.03.7145,Wild,12.03.2017
46.971859,8.551483,Common Chaffinch,,,0,,10.04.7353,Wild,10.04.2017
47.092371,8.327332,Common Chaffinch,0,1,0,0,19.11.7299,Wild,19.11.2017
47.638637,8.001942,Eurasian Blue Tit,0,,,,19.05.6701,Wild,19.05.2016
46.584152,7.899646,Barn Swallow,0,0,0,1,24.11.7279,Wild,24.11.2017
45.938275,7.781061,Duck,0,0,0,1,25.11.6741,Livestock,25.11.2016
47.290523,8.348148,Turkey,0,0,0,1,17.07.6228,Livestock,17.07.2016
45.915864,9.05561,Common Chaffinch,0,0,,0,21.01.7391,Wild,21.01.2017
46.397156,8.967469,Barn Swallow,0,0,0,,19.09.7280,Wild,19.09.2017
46.183188,8.01396,Chicken,,0,0,,15.07.6648,Livestock,15.07.2016
46.207184,9.808479,Chicken,0,0,1,0,1.11.6654,Livestock,1.11.2016
47.040913,8.647896,Goose,0,1,0,0,20.02.7435,Livestock,20.02.2017
46.194276,6.418322,Great Tit,0,0,0,1,2.11.6070,Wild,2.11.2016
46.439435,8.673166,Barn Swallow,0,0,1,0,18.08.6859,Wild,18.08.2016
46.22303,6.362308,Eurasian Blue Tit,1,0,0,0,15.08.6436,Wild,15.08.2016
47.778731,10.218019,Eurasian Magpie,0,1,0,0,14.10.6337,Wild,14.10.2016
47.08543,8.913709,Turkey,,,,,29.03.6455,Livestock,29.03.2016
47.254346,9.34738,European Robin,0,0,1,0,24.03.6990,Wild,24.03.2016
47.326973,6.339034,Barn Swallow,0,0,1,0,30.08.6891,Wild,30.08.2016
46.356538,10.129487,House Sparrow,0,0,1,0,9.05.7233,Wild,9.05.2017
47.22283,9.504751,Duck,1,0,0,0,5.11.6329,Livestock,5.11.2016
46.709099,6.040976,Eurasian Magpie,0,,0,0,22.08.6698,Wild,22.08.2016
46.167688,9.902335,Turkey,0,0,0,1,20.06.6302,Livestock,20.06.2016
46.290987,8.95981,Turkey,0,1,0,0,17.12.6874,Livestock,17.12.2016
47.027146,6.790589,Eurasian Blue Tit,0,1,0,0,14.08.6669,Wild,14.08.2016
47.009022,6.143682,Goose,0,0,1,0,6.03.6673,Livestock,6.03.2016
47.580938,9.481576,Duck,0,0,0,1,14.10.7180,Livestock,14.10.2017
47.297472,8.560418,Chicken,0,0,0,1,3.06.7274,Livestock,3.06.2017
47.5604,9.229418,European Robin,0,1,0,0,9.09.6149,Wild,9.09.2016
46.515837,6.194745,Duck,0,1,0,0,3.05.6948,Livestock,3.05.2016
46.133224,9.253315,Goose,1,0,0,0,12.07.6412,Livestock,12.07.2016
45.921664,8.172265,Duck,1,0,0,0,22.09.6158,Livestock,22.09.2016
46.909599,6.050236,Duck,,,0,0,19.04.7172,Livestock,19.04.2017
45.962223,7.973777,Turkey,0,0,,,17.01.6171,Livestock,17.01.2016
45.952607,8.82114,Blackbird,1,0,0,0,3.09.7432,Wild,3.09.2017
46.483885,7.757996,Eurasian Magpie,0,1,0,0,27.11.6649,Wild,27.11.2016
47.444037,7.135132,House Sparrow,0,0,1,0,11.11.6614,Wild,11.11.2016
46.224848,6.850149,Duck,0,0,0,1,5.11.6821,Livestock,5.11.2016
47.679824,7.527321,Eurasian Magpie,0,0,1,0,17.11.7414,Wild,17.11.2017
46.251324,9.452649,Barn Swallow,0,0,1,0,14.11.7342,Wild,14.11.2017
46.920957,6.699459,Great Tit,0,0,1,0,26.12.7044,Wild,26.12.2017
47.656013,8.368157,Duck,,,,0,21.02.5985,Livestock,21.02.2015
46.126122,8.073884,Eurasian Blue Tit,0,,0,0,23.09.6814,Wild,23.09.2016
47.309412,8.170038,Great Tit,,,,0,24.08.7144,Wild,24.08.2017
47.715218,9.147675,Barn Swallow,0,,0,,12.08.7089,Wild,12.08.2017
46.11724,6.87713,House Sparrow,,0,0,,30.11.6019,Wild,30.11.2016
45.827955,7.05041,Eurasian Magpie,0,0,1,0,18.03.6026,Wild,18.03.2016
47.170856,8.463328,Common Chaffinch,0,0,1,0,18.05.7426,Wild,18.05.2017
46.554567,9.463758,Great Tit,0,0,1,0,20.11.6925,Wild,20.11.2016
46.955197,7.282162,Turkey,,,0,0,20.06.7145,Livestock,20.06.2017
46.506873,9.226216,Turkey,,,0,,6.04.7350,Livestock,6.04.2017
46.29034,10.299307,House Sparrow,0,0,0,1,18.07.6697,Wild,18.07.2016
47.319688,7.844564,Duck,1,0,0,0,26.12.7231,Livestock,26.12.2017
45.853321,9.579922,Duck,0,,,0,19.04.6821,Livestock,19.04.2016
47.280666,6.476752,Eurasian Blue Tit,1,0,0,0,29.11.7072,Wild,29.11.2017
46.889553,6.883907,Turkey,0,0,0,1,20.07.6956,Livestock,20.07.2016
47.028832,7.449627,Duck,0,1,0,0,10.08.6502,Livestock,10.08.2016
45.923072,8.486675,Eurasian Magpie,0,0,,,31.10.7215,Wild,31.10.2017
46.86512,9.117256,Chicken,1,0,0,0,28.02.6060,Livestock,28.02.2016
47.428942,9.895155,Barn Swallow,1,0,0,0,14.05.6183,Wild,14.05.2016
47.696503,10.443898,Duck,1,0,0,0,12.11.7224,Livestock,12.11.2017
47.530048,7.115997,Eurasian Blue Tit,,,0,,3.07.6265,Wild,3.07.2016
47.690931,9.758271,House Sparrow,0,0,0,,25.07.6257,Wild,25.07.2016
45.866653,8.985613,Duck,,0,0,0,18.07.6205,Livestock,18.07.2016
46.202492,10.061457,Duck,0,0,0,1,2.06.7179,Livestock,2.06.2017
46.886105,6.871456,Chicken,,0,0,,16.11.6033,Livestock,16.11.2016
47.272582,8.900714,Chicken,0,,0,0,27.08.6678,Livestock,27.08.2016
47.776111,8.203871,Common Chaffinch,0,0,0,1,3.06.6408,Wild,3.06.2016
46.126415,7.183882,Goose,0,0,0,0,29.11.7259,Livestock,29.11.2017
47.490921,6.99038,Duck,0,,,0,26.09.7214,Livestock,26.09.2017
45.829466,10.194373,Turkey,0,0,0,1,15.04.6467,Livestock,15.04.2016
46.54227,6.959048,Goose,0,0,0,1,24.02.6923,Livestock,24.02.2016
46.404015,7.317785,European Robin,0,1,0,0,30.09.6538,Wild,30.09.2016
47.391205,7.404591,European Robin,1,0,0,0,21.09.6906,Wild,21.09.2016
47.790655,8.676324,European Robin,1,0,0,0,2.06.7015,Wild,2.06.2017
46.722812,5.973185,Goose,1,0,0,0,9.07.6222,Livestock,9.07.2016
46.276976,8.586301,Duck,0,0,,,29.05.6077,Livestock,29.05.2016
47.218436,9.735914,Duck,0,1,0,0,6.05.6154,Livestock,6.05.2016
47.190064,7.820045,Eurasian Blue Tit,0,0,0,1,28.03.5986,Wild,28.03.2015
47.744177,10.410806,Barn Swallow,0,1,0,0,14.02.6799,Wild,14.02.2016
47.751043,9.535304,Eurasian Magpie,,0,0,0,15.04.6818,Wild,15.04.2016
46.329437,7.945685,Great Tit,0,0,1,0,15.05.6980,Wild,15.05.2016
47.230198,10.222301,Eurasian Magpie,0,0,1,0,7.01.6890,Wild,7.01.2016
46.280741,8.206414,Goose,0,,,0,30.01.7420,Livestock,30.01.2017
46.679638,10.223157,Duck,0,0,1,0,19.08.7351,Livestock,19.08.2017
46.78483,7.601375,Goose,0,1,0,0,13.06.6696,Livestock,13.06.2016
47.049232,7.065866,Goose,0,0,1,0,10.11.6122,Livestock,10.11.2016
46.152013,6.528185,Common Chaffinch,0,0,1,0,5.01.6818,Wild,5.01.2016
46.521928,6.803162,Duck,1,0,0,0,23.09.6299,Livestock,23.09.2016
46.056239,8.413002,Duck,0,0,0,,12.05.6275,Livestock,12.05.2016
45.850108,7.475467,Turkey,0,1,0,0,5.10.7407,Livestock,5.10.2017
46.263845,9.245649,Duck,0,0,1,0,8.02.6724,Livestock,8.02.2016
47.607356,10.072785,Great Tit,1,0,0,0,16.01.6755,Wild,16.01.2016
46.425308,9.698164,Chicken,0,,0,,9.12.6845,Livestock,9.12.2016
47.529314,9.188222,Turkey,0,0,1,0,24.01.6761,Livestock,24.01.2016
47.333018,6.210671,Goose,0,1,0,0,16.09.6552,Livestock,16.09.2016
47.350771,9.158076,Barn Swallow,0,0,,0,19.08.6649,Wild,19.08.2016
46.893068,8.694007,Turkey,0,0,0,1,17.01.6709,Livestock,17.01.2016
46.376285,6.880404,Great Tit,0,0,,,19.02.6241,Wild,19.02.2016
46.283522,8.822856,Barn Swallow,0,1,0,0,5.02.6816,Wild,5.02.2016
47.641039,8.618264,European Robin,0,1,0,0,24.05.6143,Wild,24.05.2016
46.361922,9.764941,Great Tit,,0,0,,22.05.6212,Wild,22.05.2016
47.286925,8.14011,Blackbird,0,0,,0,20.04.6424,Wild,20.04.2016
46.294563,9.203827,Great Tit,0,1,0,0,4.07.7131,Wild,4.07.2017
46.182276,9.676807,Great Tit,0,0,1,0,28.12.6647,Wild,28.12.2016
46.148184,8.22003,European Robin,0,0,0,1,31.03.6901,Wild,31.03.2016
47.487608,9.253316,Blackbird,0,0,0,1,1.10.6141,Wild,1.10.2016
47.726713,7.222391,Chicken,0,0,0,1,15.01.6942,Livestock,15.01.2016
47.342544,6.32471,Chicken,,,,,22.06.6492,Livestock,22.06.2016
46.981157,7.10842,Turkey,0,0,0,1,26.06.7102,Livestock,26.06.2017
46.245916,9.464218,Barn Swallow,0,1,0,0,21.02.6710,Wild,21.02.2016
46.055234,6.403205,Chicken,0,1,0,0,1.05.7040,Livestock,1.05.2017
47.323905,8.162679,Turkey,0,0,0,1,22.10.6858,Livestock,22.10.2016
46.988086,7.534493,Turkey,0,1,0,0,7.02.6865,Livestock,7.02.2016
47.281428,6.284333,Eurasian Blue Tit,0,0,0,1,10.10.7013,Wild,10.10.2017
46.420791,8.235608,Turkey,1,0,0,0,29.07.7149,Livestock,29.07.2017
47.774624,7.79896,Chicken,1,0,0,0,15.05.6980,Livestock,15.05.2016
47.571292,7.258229,Goose,,0,0,0,3.02.6534,Livestock,3.02.2016
47.481653,10.215244,Eurasian Magpie,0,0,0,1,12.02.7055,Wild,12.02.2017
46.840578,8.669174,Eurasian Magpie,0,1,0,0,27.04.6476,Wild,27.04.2016
46.285,8.690902,Goose,0,0,1,0,8.02.7380,Livestock,8.02.2017
46.673149,8.808081,Turkey,0,0,1,0,13.11.7201,Livestock,13.11.2017
46.711616,7.15211,Eurasian Blue Tit,0,0,1,0,10.12.6284,Wild,10.12.2016
46.548904,10.195707,Turkey,,0,0,0,1.06.6523,Livestock,1.06.2016
47.788976,9.523127,Goose,0,0,0,1,1.09.6471,Livestock,1.09.2016
47.195095,7.960699,Eurasian Magpie,0,0,1,0,6.07.7016,Wild,6.07.2017
45.835745,10.237443,Duck,0,0,1,0,5.12.6514,Livestock,5.12.2016
46.622686,8.767558,Goose,0,0,1,0,25.05.6307,Livestock,25.05.2016
47.598602,8.739645,Barn Swallow,0,0,0,1,6.06.6339,Wild,6.06.2016
46.595293,7.890416,Eurasian Blue Tit,1,0,0,0,22.08.5996,Wild,22.08.2015
46.210004,8.428932,Barn Swallow,,,0,0,12.12.6566,Wild,12.12.2016
46.002344,5.986572,Goose,0,1,0,0,17.03.6259,Livestock,17.03.2016
47.031016,8.989614,Blackbird,,,0,0,22.10.6694,Wild,22.10.2016
47.455115,6.216536,Chicken,0,0,0,,9.06.6903,Livestock,9.06.2016
46.693609,8.724398,Goose,0,,0,0,6.03.6673,Livestock,6.03.2016
46.404219,6.408206,Duck,,0,,,6.08.7014,Livestock,6.08.2017
46.903,7.528981,Duck,0,0,0,1,3.05.7322,Livestock,3.05.2017
45.902378,8.322906,Eurasian Blue Tit,0,0,0,1,19.08.6134,Wild,19.08.2016
45.917723,6.556037,Duck,,0,0,,30.07.6565,Livestock,30.07.2016
45.920944,6.9731,Turkey,,,,,27.01.6810,Livestock,27.01.2016
45.901888,6.315568,Great Tit,1,0,0,0,3.02.7236,Wild,3.02.2017
45.895507,8.131389,Turkey,1,0,0,0,13.07.7091,Livestock,13.07.2017
47.753748,9.366342,Goose,1,0,0,0,7.02.6911,Livestock,7.02.2016
46.56663,8.421357,Barn Swallow,0,0,1,0,31.03.7229,Wild,31.03.2017
46.632568,6.195757,Goose,0,1,0,0,12.02.6727,Livestock,12.02.2016
47.315266,7.363136,Turkey,,0,,,31.01.7023,Livestock,31.01.2017
46.989106,7.005074,Eurasian Blue Tit,0,0,1,0,6.02.6068,Wild,6.02.2016
46.768095,9.6734,Great Tit,0,0,0,1,10.01.6447,Wild,10.01.2016
47.310077,6.661842,Turkey,0,1,0,0,21.02.6477,Livestock,21.02.2016
46.248035,7.003845,House Sparrow,0,0,0,1,5.01.6982,Wild,5.01.2016
47.253651,7.441377,Turkey,0,0,,,3.11.6024,Livestock,3.11.2016
46.552811,7.855142,Barn Swallow,1,0,0,0,24.07.6326,Wild,24.07.2016
46.281071,7.059953,Duck,0,0,1,0,8.07.6619,Livestock,8.07.2016
47.271955,7.470091,Chicken,0,0,,,8.06.6411,Livestock,8.06.2016
46.420016,7.39263,Duck,1,0,0,0,12.09.7087,Livestock,12.09.2017
46.520586,9.759949,Eurasian Magpie,0,1,0,0,9.12.6166,Wild,9.12.2016
47.346515,6.342993,Chicken,0,,,,26.10.6907,Livestock,26.10.2016
46.775225,7.472395,Chicken,1,0,0,0,2.02.6042,Livestock,2.02.2016
45.980734,8.983159,Chicken,0,1,0,0,6.08.6335,Livestock,6.08.2016
45.922092,7.767901,House Sparrow,0,0,0,1,18.09.7185,Wild,18.09.2017
46.986144,9.010629,Chicken,0,1,0,0,13.01.6847,Livestock,13.01.2016
46.995423,8.076934,Duck,0,0,,,11.05.6298,Livestock,11.05.2016
46.504256,8.045355,Common Chaffinch,0,0,0,,2.03.7349,Wild,2.03.2017
46.601557,6.578582,Goose,1,0,0,0,21.06.6607,Livestock,21.06.2016
46.487322,7.875276,Eurasian Magpie,0,,0,0,15.05.6652,Wild,15.05.2016
47.790047,9.429655,Chicken,,0,0,0,9.10.7387,Livestock,9.10.2017
47.269865,9.98923,Goose,0,0,0,1,3.05.7322,Livestock,3.05.2017
46.847026,8.156539,Chicken,1,0,0,0,27.03.7062,Livestock,27.03.2017
46.862148,10.115677,Turkey,0,1,0,0,5.11.7172,Livestock,5.11.2017
46.654195,6.378224,House Sparrow,1,0,0,0,18.01.6991,Wild,18.01.2016
46.439223,9.392976,Chicken,0,1,0,0,1.01.6323,Livestock,1.01.2016
46.011604,7.515563,Common Chaffinch,,,0,0,17.07.6041,Wild,17.07.2016
47.072895,9.720259,Chicken,0,1,0,0,30.03.6783,Livestock,30.03.2016
46.432771,8.213564,Barn Swallow,0,0,1,0,16.07.6625,Wild,16.07.2016
46.365927,6.949465,Barn Swallow,1,0,0,0,16.04.6631,Wild,16.04.2016
46.433345,10.252272,Chicken,0,1,0,0,4.02.6675,Livestock,4.02.2016
47.258171,9.508378,Eurasian Blue Tit,1,0,0,0,20.06.6630,Wild,20.06.2016
46.566678,8.162159,Chicken,0,0,0,1,4.03.7116,Livestock,4.03.2017
46.860068,10.412302,European Robin,0,0,0,1,3.09.6051,Wild,3.09.2016
46.610675,6.69164,Common Chaffinch,0,0,0,0,2.11.6070,Wild,2.11.2016
47.53209,9.511868,House Sparrow,0,0,0,1,12.03.6958,Wild,12.03.2016
46.999131,9.446864,Eurasian Blue Tit,0,1,0,0,10.04.6346,Wild,10.04.2016
46.428843,8.612574,Blackbird,,,0,0,16.03.6961,Wild,16.03.2016
46.639347,8.754546,Chicken,0,0,0,1,22.03.7433,Livestock,22.03.2017
46.081965,8.867718,Blackbird,0,0,1,0,16.09.6247,Wild,16.09.2016
47.502174,5.973161,Common Chaffinch,1,0,0,0,19.05.7403,Wild,19.05.2017
45.885498,8.590369,Eurasian Magpie,1,0,0,0,10.12.6658,Wild,10.12.2016
45.860436,9.163549,Chicken,0,,,,21.09.7398,Livestock,21.09.2017
47.18362,7.202846,Common Chaffinch,0,0,0,1,10.12.6143,Wild,10.12.2016
47.406937,10.249982,Chicken,0,,,,21.07.6418,Livestock,21.07.2016
45.910264,7.961715,Duck,0,0,0,1,10.07.5989,Livestock,10.07.2015
46.484376,7.562286,Chicken,0,1,0,0,29.08.7147,Livestock,29.08.2017
46.272888,10.011566,Duck,0,0,0,1,23.08.6980,Livestock,23.08.2016
46.182589,8.399327,House Sparrow,1,0,0,0,29.07.6798,Wild,29.07.2016
47.302871,8.288464,Turkey,0,0,1,0,15.11.6102,Livestock,15.11.2016
47.462671,9.522071,Turkey,1,0,0,0,1.01.6464,Livestock,1.01.2016
46.560008,8.759122,Goose,,,0,,8.09.7412,Livestock,8.09.2017
47.54232,7.174347,Blackbird,0,0,0,1,27.12.6998,Wild,27.12.2016
46.27377,9.084591,House Sparrow,1,0,0,0,6.11.6634,Wild,6.11.2016
46.58861,7.836845,Goose,0,0,0,1,30.01.6180,Livestock,30.01.2016
46.52274,9.273143,Duck,0,0,0,1,5.07.6852,Livestock,5.07.2016
47.432714,8.344403,Chicken,0,0,0,1,18.03.6190,Livestock,18.03.2016
46.621304,7.060134,Goose,0,0,0,1,11.04.6628,Livestock,11.04.2016
